id,joint,life1_id,life1_name,life1_sex,life1_risk,life1_smoke,life1_birthday,life2_id,life2_name,life2_sex,life2_risk,life2_smoke,life2_birthday,face,issue_date
257,false,2911,Joceline Facer,M,Standard,true,1998-09-12,,,,,,,4.05e6,2027-06-08
258,false,3194,Liv Bellow,F,Preferred,false,1985-12-21,,,,,,,2.9e6,2041-05-14
259,true,1962,Emlyn Lindelof,F,Standard,true,1942-01-29,1961,Alicia Lindelof,M,Standard,false,1950-04-19,3.05e6,1999-05-11
260,false,1527,Caritta Pautard,M,Preferred,true,1947-01-09,,,,,,,2.95e6,1990-01-29
261,true,3260,Claudie Sandland,F,Standard,true,1993-12-18,3259,Wendeline Sandland,M,Preferred,true,1999-09-16,2.65e6,2032-04-11
262,false,280,Jeanelle Wittey,F,Preferred,false,1927-08-10,,,,,,,1.05e6,1958-11-27
263,false,2556,Liliane Binding,F,Preferred,false,1940-07-15,,,,,,,2.95e6,1977-07-12
264,true,2068,Alexina Tinston,F,Preferred,false,1965-08-25,2067,Maddalena Tinston,M,Standard,true,1970-12-28,3.05e6,2019-04-17
265,false,288,Kriste Tittletross,F,Preferred,false,1995-08-10,,,,,,,3.8e6,2029-12-26
266,false,2409,Ophelia Hertwell,M,Standard,true,1947-07-07,,,,,,,900000.0,1976-09-30
267,false,497,Diahann Linnitt,M,Preferred,false,1940-05-06,,,,,,,1.1e6,1980-03-21
268,false,1513,Birgitta Gutherson,M,Standard,true,1999-04-04,,,,,,,1.6e6,2054-01-17
269,false,2700,Gisella McFadzean,F,Preferred,false,1959-02-03,,,,,,,1.25e6,1987-12-29
270,false,50,Caroljean Hurworth,F,Standard,false,1939-06-22,,,,,,,1.35e6,1965-06-05
271,false,526,Verine Aspin,F,Standard,false,1939-02-20,,,,,,,450000.0,1997-05-02
272,false,322,Gussi Brasse,F,Preferred,true,1942-08-12,,,,,,,4.55e6,1974-05-18
273,false,1767,Ruthe Lowthorpe,M,Standard,false,1945-10-05,,,,,,,1.2e6,1971-01-14
274,false,2513,Emlyn Bare,M,Standard,false,1986-08-05,,,,,,,4.45e6,2029-11-01
275,false,1394,Daveta Colman,F,Standard,true,1959-04-29,,,,,,,350000.0,1996-03-20
276,false,761,Ingeberg Holdworth,M,Standard,true,1966-10-05,,,,,,,2.9e6,1994-10-17
277,true,3394,Dody Betteney,F,Standard,false,1936-08-01,3393,Alica Betteney,M,Preferred,false,1937-08-13,2.0e6,1978-10-19
278,false,2348,Emmie Bladesmith,F,Preferred,false,1990-01-17,,,,,,,450000.0,2046-04-18
279,true,273,Ivonne Weyland,M,Preferred,false,1949-07-15,274,Phedra Weyland,F,Preferred,true,1943-07-13,4.6e6,1996-10-30
280,false,3150,Kenna Redhouse,F,Preferred,false,1968-12-20,,,,,,,1.45e6,2023-05-17
281,false,918,Kim Radclyffe,F,Preferred,true,1984-07-02,,,,,,,4.25e6,2030-06-03
282,false,2674,Fanny Stoller,F,Preferred,true,1940-08-05,,,,,,,4.3e6,1982-10-14
283,false,2459,Isabelita Castello,M,Preferred,true,1938-01-01,,,,,,,4.85e6,1966-01-26
284,false,1800,Blair Warbys,F,Standard,true,1920-05-31,,,,,,,200000.0,1972-03-06
285,false,530,Dona Frenchum,F,Preferred,true,1959-10-06,,,,,,,150000.0,2006-04-12
286,false,2182,Tatum Pendergrast,F,Standard,true,1955-12-26,,,,,,,4.5e6,1994-12-22
287,true,2216,Cristy Doswell,F,Preferred,false,1929-05-22,2215,Fulvia Doswell,M,Preferred,true,1920-12-30,150000.0,1963-01-22
288,false,1169,Karleen Waadenburg,M,Preferred,true,1973-10-27,,,,,,,1.7e6,2020-02-02
289,false,608,Felita Eronie,F,Preferred,true,1960-06-22,,,,,,,1.75e6,1990-05-11
290,false,2549,Pollyanna Tattersill,M,Preferred,false,1990-09-09,,,,,,,2.05e6,2036-03-31
291,true,3932,Nonah Croce,F,Standard,true,1936-05-09,3931,Bea Croce,M,Preferred,false,1941-07-21,4.55e6,1994-02-04
292,false,646,Lauretta Bottrell,F,Standard,false,1939-07-12,,,,,,,900000.0,1973-03-06
293,false,3542,Auguste Bonfield,F,Preferred,true,1970-02-28,,,,,,,3.65e6,1998-04-15
294,true,2005,Marlee McMennum,M,Preferred,true,1999-05-03,2006,Jamie McMennum,F,Standard,false,2001-04-19,4.1e6,2055-03-30
295,false,2371,Lorette Corhard,M,Preferred,true,1963-02-11,,,,,,,1.35e6,1989-01-10
296,true,759,Addia Ugolotti,M,Preferred,false,1979-11-22,760,Ginnifer Ugolotti,F,Standard,false,1985-09-14,4.4e6,2034-12-20
297,false,1202,Fern Roger,F,Standard,false,1979-02-20,,,,,,,1.95e6,2010-06-28
298,false,3072,Fayre Burdell,F,Standard,false,1928-08-06,,,,,,,3.7e6,1984-02-16
299,false,500,Melesa Hissie,F,Preferred,false,1997-05-25,,,,,,,3.05e6,2049-02-21
300,false,700,Ursula Dengate,F,Preferred,true,1927-12-14,,,,,,,1.9e6,1972-04-15
301,false,1510,Petra Flanigan,F,Standard,true,1964-10-30,,,,,,,3.4e6,2005-05-11
302,false,3980,Magdalene Grinvalds,F,Standard,true,1984-09-04,,,,,,,850000.0,2037-07-02
303,false,2234,Lorie Breton,F,Standard,true,1934-07-23,,,,,,,650000.0,1982-04-08
304,false,3696,Hinda Rosewarne,F,Standard,true,1943-02-10,,,,,,,100000.0,1995-01-21
305,false,3963,Shirline Mitten,M,Standard,false,1971-01-21,,,,,,,4.05e6,2031-11-26
306,false,833,Abbe Gillivrie,M,Standard,true,1925-02-09,,,,,,,2.8e6,1973-11-08
307,false,1884,Ambur Castane,F,Preferred,true,1948-05-15,,,,,,,1.3e6,1976-09-04
308,true,1441,Meredithe Champney,M,Standard,true,1973-06-09,1442,Bernie Champney,F,Preferred,true,1970-12-16,500000.0,2007-08-25
309,false,1476,Dorise Pixton,F,Standard,true,1932-02-14,,,,,,,4.55e6,1970-05-18
310,false,3252,Nisse Tilt,F,Standard,true,1968-10-29,,,,,,,2.1e6,2002-04-13
311,false,2125,Eve Batterbee,M,Standard,false,1965-12-23,,,,,,,3.15e6,1997-09-13
312,true,1125,Dahlia Bartle,M,Standard,true,1927-06-29,1126,Diena Bartle,F,Preferred,true,1929-12-22,1.1e6,1961-11-24
313,false,1789,Tanhya Flicker,M,Standard,false,1960-07-11,,,,,,,1.05e6,1996-08-03
314,false,127,Caye Danigel,M,Preferred,false,1957-11-29,,,,,,,2.05e6,1995-04-16
315,true,3510,Truda Liverseege,F,Preferred,true,1968-06-20,3509,Adel Liverseege,M,Standard,false,1974-12-02,1.6e6,2005-01-11
316,false,1425,Kerry Haylor,M,Standard,true,1986-07-30,,,,,,,3.35e6,2023-10-23
317,true,3273,Belinda Polo,M,Preferred,false,1984-07-20,3274,Karrah Polo,F,Standard,true,1982-12-08,4.6e6,2009-11-28
318,true,3638,Brittni McDade,F,Standard,true,1936-07-14,3637,Meagan McDade,M,Standard,true,1933-04-19,1.8e6,1967-04-19
319,false,1479,Krystalle Howden,M,Standard,false,1979-11-12,,,,,,,700000.0,2005-11-15
320,false,3626,Merle Minifie,F,Standard,false,1969-01-10,,,,,,,1.05e6,1999-10-10
321,false,1767,Ruthe Lowthorpe,M,Standard,false,1945-10-05,,,,,,,2.2e6,1997-07-22
322,false,3048,Rosalyn Bampton,F,Preferred,false,1985-05-04,,,,,,,800000.0,2024-07-11
323,false,2743,Arly Vogl,M,Standard,true,1960-02-23,,,,,,,2.55e6,1997-07-05
324,false,2403,Bekki McBryde,M,Standard,true,1971-09-16,,,,,,,3.7e6,2010-10-07
325,false,947,Carlita Smallcomb,M,Standard,true,1929-03-27,,,,,,,350000.0,1962-11-18
326,false,1724,Issi Tacey,F,Preferred,true,1968-06-01,,,,,,,4.05e6,2000-06-08
327,true,324,Diane Knibbs,F,Standard,false,1945-02-12,323,Martina Knibbs,M,Preferred,false,1953-09-21,4.95e6,1972-07-28
328,false,3178,Evangelin Costerd,F,Preferred,false,1943-03-29,,,,,,,2.65e6,1996-11-28
329,false,2285,Mary Retchless,M,Standard,false,1987-09-10,,,,,,,4.4e6,2016-01-10
330,true,3678,Shandra Ends,F,Preferred,true,1940-06-18,3677,Georgina Ends,M,Standard,true,1942-02-26,3.2e6,1993-08-21
331,false,322,Gussi Brasse,F,Preferred,true,1942-08-12,,,,,,,4.65e6,1969-11-28
332,false,1435,Jenilee Zuanelli,M,Standard,true,1982-02-19,,,,,,,4.75e6,2030-01-11
333,false,1970,Madelene Elan,F,Standard,true,1998-07-27,,,,,,,2.4e6,2056-11-30
334,false,180,Layla Skiplorne,F,Standard,false,1930-10-19,,,,,,,3.95e6,1963-06-07
335,true,2370,Avis Haworth,F,Preferred,false,1934-10-09,2369,Delcine Haworth,M,Standard,true,1943-02-19,1.05e6,1982-06-21
336,false,3826,Dell Miko,F,Standard,false,1946-07-04,,,,,,,4.15e6,1992-12-25
337,false,492,Cate Gainseford,F,Preferred,true,1984-01-21,,,,,,,4.2e6,2010-08-25
338,false,1691,Robbi Huckel,M,Standard,false,1939-08-06,,,,,,,4.05e6,1985-09-01
339,false,1095,Lorri McPeake,M,Preferred,true,1944-11-08,,,,,,,4.1e6,1979-10-27
340,true,3083,Madelon Pester,M,Preferred,true,1926-01-15,3084,Laure Pester,F,Preferred,false,1919-11-14,1.65e6,1986-05-15
341,false,2720,Lilly Saterweyte,F,Standard,false,1998-11-03,,,,,,,2.1e6,2027-01-10
342,false,3555,Pattie Crossley,M,Standard,false,1973-08-06,,,,,,,1.2e6,2024-11-17
343,false,2022,Madelon Torpie,F,Standard,true,1963-03-26,,,,,,,4.0e6,2009-06-18
344,false,444,Lainey Whiteoak,F,Preferred,false,1951-12-29,,,,,,,4.0e6,2011-05-29
345,false,2416,Ashia Labes,F,Preferred,false,1941-07-30,,,,,,,3.45e6,1980-07-08
346,false,1100,Ulrikaumeko Flippelli,F,Standard,false,1988-01-19,,,,,,,4.15e6,2044-12-15
347,true,3448,Tory Drissell,F,Standard,false,1930-11-21,3447,Cathee Drissell,M,Preferred,true,1929-10-07,4.1e6,1981-06-29
348,false,164,Suzy Learmount,F,Standard,false,1978-10-08,,,,,,,700000.0,2016-08-23
349,false,547,Linette Musto,M,Standard,true,1949-10-19,,,,,,,650000.0,1991-07-13
350,true,3875,Laraine Naden,M,Preferred,true,1964-12-02,3876,Cori Naden,F,Preferred,false,1964-09-10,200000.0,2021-12-29
351,false,791,Hyacinth Schachter,M,Preferred,true,1935-06-29,,,,,,,4.75e6,1990-06-16
352,true,824,Mandi Kenrat,F,Preferred,true,1933-09-14,823,Aigneis Kenrat,M,Preferred,false,1933-06-02,3.8e6,1980-11-13
353,true,2966,Dorena Seyffert,F,Preferred,false,1927-10-01,2965,Opalina Seyffert,M,Preferred,true,1926-05-26,1.9e6,1979-02-08
354,false,1794,Fenelia Prowse,F,Standard,false,1977-06-04,,,,,,,2.6e6,2011-05-06
355,false,1761,Geneva Calderon,M,Preferred,false,1921-01-16,,,,,,,2.35e6,1953-07-02
356,false,848,Gena Gocher,F,Standard,false,1967-06-09,,,,,,,2.95e6,2028-02-14
357,false,876,Emyle Beurich,F,Standard,true,1983-12-28,,,,,,,400000.0,2031-07-30
358,true,1199,Del Massimi,M,Preferred,false,1926-10-28,1200,Peg Massimi,F,Standard,false,1936-08-08,4.85e6,1982-03-18
359,false,3035,Idette Apted,M,Standard,true,1967-12-18,,,,,,,2.1e6,2028-08-20
360,false,623,Kimmy Manifould,M,Preferred,false,1951-08-10,,,,,,,2.3e6,1976-08-31
361,false,2565,Rozella Aiers,M,Standard,false,1995-03-07,,,,,,,1.8e6,2055-05-09
362,false,2575,Ranee Maybury,M,Preferred,false,1925-06-28,,,,,,,4.65e6,1956-11-16
363,false,779,Lezlie De Haven,M,Standard,true,1989-01-17,,,,,,,2.3e6,2047-05-03
364,false,3960,Renae Stoyle,F,Preferred,true,1924-09-23,,,,,,,3.85e6,1969-01-30
365,true,2402,Darby Sarson,F,Preferred,true,1996-08-18,2401,Brittany Sarson,M,Preferred,false,1994-03-18,1.3e6,2037-05-01
366,true,385,Cariotta Balducci,M,Standard,false,1999-06-27,386,Mamie Balducci,F,Standard,false,1990-08-24,1.0e6,2040-03-21
367,false,1946,Sib Cooksey,F,Preferred,true,1938-10-02,,,,,,,4.1e6,1976-04-15
368,false,2840,Alexa Van Schafflaer,F,Standard,true,1994-04-15,,,,,,,3.25e6,2026-02-08
369,false,3663,Bibi Punshon,M,Preferred,false,1969-09-30,,,,,,,2.7e6,2007-04-30
370,false,1183,Rosene Kemmons,M,Standard,true,1962-03-08,,,,,,,3.2e6,2004-08-02
371,false,457,Vi Coombs,M,Preferred,true,1980-02-19,,,,,,,4.3e6,2023-03-18
372,true,1049,Lane Prozillo,M,Standard,true,1989-11-21,1050,Valery Prozillo,F,Standard,true,1994-12-31,4.85e6,2020-03-01
373,false,1643,Florance Boyen,M,Preferred,false,1955-10-28,,,,,,,500000.0,2012-12-20
374,false,3733,Crysta Paoletto,M,Preferred,true,1937-07-01,,,,,,,1.9e6,1987-04-29
375,false,74,Laurie Miroy,F,Standard,false,1923-11-03,,,,,,,350000.0,1950-07-02
376,false,1626,Bonita Meek,F,Preferred,true,1981-06-26,,,,,,,4.2e6,2039-01-14
377,true,622,Gwenni Flowerden,F,Standard,true,1949-03-18,621,Steffie Flowerden,M,Standard,false,1952-11-05,3.65e6,2009-11-12
378,false,1250,Astrid Chesters,F,Standard,false,1940-05-05,,,,,,,2.15e6,1980-05-20
379,false,3296,Mamie Antonovic,F,Standard,false,1956-02-03,,,,,,,3.9e6,1998-02-28
380,false,3721,Gnni Seeks,M,Standard,false,1940-03-23,,,,,,,1.9e6,1977-09-15
381,false,3972,Kayla Jessop,F,Preferred,true,1932-12-06,,,,,,,1.35e6,1972-10-21
382,false,1774,Cal Norgan,F,Preferred,true,1984-11-10,,,,,,,4.15e6,2029-08-11
383,false,3293,Orly Leupoldt,M,Standard,true,1971-12-30,,,,,,,1.0e6,2021-12-08
384,false,587,Joyous De Paepe,M,Preferred,true,1979-02-09,,,,,,,2.0e6,2028-03-09
385,false,467,Rachelle Heavyside,M,Preferred,true,1984-08-18,,,,,,,3.4e6,2034-12-21
386,false,409,Caritta Hancorn,M,Preferred,false,1962-03-13,,,,,,,4.1e6,1998-10-09
387,false,2152,Gena Rozalski,F,Preferred,true,2002-08-01,,,,,,,4.85e6,2039-09-08
388,false,1703,Modesta Gytesham,M,Preferred,false,1960-12-10,,,,,,,4.5e6,1991-12-18
389,false,511,Berthe Nerger,M,Standard,false,1962-01-19,,,,,,,2.45e6,1996-05-16
390,false,1020,Donnajean Brommage,F,Preferred,true,1960-11-18,,,,,,,4.9e6,1987-11-01
391,false,178,Kai Fox,F,Preferred,false,1934-08-01,,,,,,,2.3e6,1985-10-06
392,false,23,Belia Robecon,M,Preferred,true,1941-11-08,,,,,,,3.55e6,1985-10-14
393,false,2631,Breanne Worlock,M,Preferred,false,1982-09-10,,,,,,,3.15e6,2031-05-30
394,false,3893,Rhoda Green,M,Standard,false,1983-03-06,,,,,,,1.45e6,2023-02-12
395,true,310,Anatola Ascroft,F,Preferred,true,1954-01-09,309,Charisse Ascroft,M,Standard,true,1949-07-08,4.4e6,1995-08-28
396,false,1935,Odette Ethersey,M,Standard,false,1931-06-27,,,,,,,4.9e6,1956-07-22
397,false,3742,Lonnie Loren,F,Preferred,true,1915-10-09,,,,,,,4.35e6,1968-05-18
398,false,1950,Blinni Divver,F,Preferred,false,1969-01-03,,,,,,,4.2e6,2003-02-16
399,false,1895,Angelita MacAndreis,M,Standard,true,1942-05-03,,,,,,,4.45e6,1989-05-14
400,true,2809,Nata Bastick,M,Standard,true,1984-11-17,2810,Tallulah Bastick,F,Preferred,false,1993-11-12,2.55e6,2026-07-09
401,true,376,Eryn Crampsey,F,Standard,false,1943-04-29,375,Elberta Crampsey,M,Standard,false,1944-09-21,1.45e6,1982-11-06
402,false,1704,Sydney Gytesham,F,Preferred,true,1966-04-22,,,,,,,3.95e6,1994-11-15
403,false,953,Anissa Filpo,M,Standard,true,1933-10-12,,,,,,,2.75e6,1959-09-08
404,false,3914,Cordelie Kobpal,F,Standard,false,1956-01-03,,,,,,,1.7e6,2009-02-17
405,true,3654,Shirleen Marshfield,F,Standard,true,1925-06-08,3653,Lebbie Marshfield,M,Preferred,true,1929-04-04,150000.0,1951-03-12
406,true,629,Ramonda Waddilow,M,Standard,false,1981-06-09,630,Kaela Waddilow,F,Standard,false,1983-08-22,1.55e6,2014-05-06
407,false,1187,Lisetta MacSween,M,Preferred,false,1924-08-19,,,,,,,3.0e6,1984-06-19
408,false,3199,Nariko Di Carlo,M,Standard,false,1980-07-07,,,,,,,1.75e6,2037-10-20
409,false,205,Erinn Gretham,M,Preferred,false,1993-06-01,,,,,,,3.05e6,2019-11-22
410,false,3646,Sharia Habbijam,F,Standard,false,1983-09-17,,,,,,,3.85e6,2009-07-20
411,false,1362,Jo ann Jozefowicz,F,Standard,true,1990-10-09,,,,,,,1.0e6,2050-10-05
412,false,991,Agretha Pargeter,M,Standard,false,1979-10-06,,,,,,,4.75e6,2005-01-02
413,false,1984,Valentine Lissemore,F,Preferred,true,1972-08-31,,,,,,,2.6e6,1998-07-20
414,false,130,Chrystal Heckney,F,Preferred,true,1958-01-02,,,,,,,1.65e6,1994-06-20
415,false,563,Becca Seabridge,M,Standard,false,1938-08-09,,,,,,,2.35e6,1994-08-22
416,false,929,Phelia Boynes,M,Standard,true,1973-12-01,,,,,,,3.65e6,2024-12-31
417,false,1259,Janka Petrolli,M,Preferred,true,1944-09-29,,,,,,,4.35e6,1988-04-18
418,false,3822,Pattie McAllister,F,Preferred,false,1961-03-17,,,,,,,1.1e6,1998-10-01
419,false,1230,Lucila Nockalls,F,Standard,false,1922-05-27,,,,,,,1.0e6,1954-06-19
420,false,973,Brunhilde Dobell,M,Standard,false,1944-03-18,,,,,,,1.3e6,1973-01-13
421,false,3281,Emylee Godly,M,Preferred,true,1923-01-18,,,,,,,2.55e6,1961-10-14
422,true,2268,Sabina Wickens,F,Preferred,false,1973-10-16,2267,Faunie Wickens,M,Preferred,true,1974-11-07,1.75e6,2027-04-05
423,true,2045,Lettie Barnett,M,Standard,true,1974-09-25,2046,Natty Barnett,F,Standard,false,1978-08-27,1.6e6,2016-10-13
424,false,261,Estrella Dank,M,Standard,false,1962-08-04,,,,,,,4.05e6,2022-07-01
425,false,1356,Melonie Farens,F,Standard,false,1919-11-07,,,,,,,4.65e6,1965-06-23
426,false,2862,Marilin Boggers,F,Standard,false,1958-06-06,,,,,,,4.0e6,1990-06-17
427,false,1930,Brandice Hulatt,F,Preferred,false,1918-08-03,,,,,,,4.85e6,1968-02-04
428,false,485,Basia Micheau,M,Standard,true,1968-11-26,,,,,,,850000.0,2005-01-31
429,false,2862,Marilin Boggers,F,Standard,false,1958-06-06,,,,,,,1.0e6,1985-10-31
430,false,3053,Diane-marie Childrens,M,Standard,false,1925-10-11,,,,,,,1.35e6,1969-01-07
431,false,795,Lynnette Hawarden,M,Preferred,false,1937-10-03,,,,,,,4.45e6,1991-05-04
432,false,778,Karlee Wallington,F,Standard,true,1942-04-08,,,,,,,1.8e6,2002-03-27
433,false,3413,Gui Jiras,M,Standard,true,1941-04-03,,,,,,,700000.0,1988-06-18
434,false,2960,Julianna Duran,F,Standard,true,1948-10-09,,,,,,,4.05e6,1998-11-26
435,true,253,Tobe McChruiter,M,Standard,false,1940-10-09,254,Cthrine McChruiter,F,Standard,false,1931-07-02,3.45e6,1990-05-16
436,false,1133,Nerty Mahood,M,Preferred,true,1923-07-30,,,,,,,450000.0,1978-08-31
437,true,1779,Janith Sabben,M,Preferred,true,1966-08-17,1780,Leonie Sabben,F,Standard,true,1964-12-26,1.55e6,1993-11-14
438,false,334,Mara Duffet,F,Standard,false,1928-05-19,,,,,,,800000.0,1965-10-30
439,false,2658,Storm Bridewell,F,Standard,true,1950-11-17,,,,,,,3.0e6,1983-06-05
440,true,166,Joann McTeer,F,Standard,true,1977-08-29,165,Reina McTeer,M,Standard,true,1980-08-31,1.65e6,2014-11-23
441,false,3757,Eugine Morgon,M,Standard,false,1929-08-01,,,,,,,850000.0,1978-02-23
442,false,1679,Piper Moscone,M,Standard,true,1999-06-11,,,,,,,2.8e6,2058-10-12
443,false,1059,Pier Campelli,M,Preferred,false,1979-01-11,,,,,,,1.1e6,2038-08-05
444,false,2789,Hestia Ferrini,M,Standard,false,1977-07-25,,,,,,,2.05e6,2023-08-31
445,false,164,Suzy Learmount,F,Standard,false,1978-10-08,,,,,,,2.05e6,2015-06-29
446,false,1579,Gwenneth Valentine,M,Standard,false,1951-05-08,,,,,,,4.55e6,1983-10-13
447,false,836,Lebbie Autin,F,Standard,true,1947-01-21,,,,,,,650000.0,1994-12-14
448,false,3924,Kizzee Malmar,F,Preferred,false,1980-06-12,,,,,,,4.6e6,2021-08-05
449,false,372,Vonnie Cubbini,F,Preferred,false,1929-08-24,,,,,,,200000.0,1969-01-27
450,false,1836,Illa Bartot,F,Standard,false,1988-02-18,,,,,,,3.7e6,2038-05-21
451,false,251,Dorthy Eliez,M,Preferred,true,1932-08-17,,,,,,,2.4e6,1991-07-05
452,true,2942,Sherry Thorneywork,F,Standard,true,1919-10-17,2941,Heida Thorneywork,M,Preferred,false,1924-09-23,3.45e6,1973-02-13
453,true,2764,Florrie Frean,F,Preferred,true,1942-09-07,2763,Chandal Frean,M,Preferred,false,1942-08-24,2.3e6,1981-07-27
454,false,981,Chloris O' Loughran,M,Standard,false,1928-10-09,,,,,,,4.65e6,1960-01-16
455,false,3879,Doll MacLaren,M,Preferred,false,1974-11-04,,,,,,,4.7e6,2011-05-06
456,false,2271,Dynah Roglieri,M,Standard,false,1964-02-16,,,,,,,3.35e6,2010-08-18
457,false,2901,Feodora Swainson,M,Standard,true,1973-07-19,,,,,,,450000.0,2018-11-26
458,true,2172,Emalee Worsom,F,Standard,false,1971-07-18,2171,Dayna Worsom,M,Preferred,false,1967-11-11,4.45e6,1999-02-09
459,false,695,Ceciley O'Moylane,M,Standard,true,1983-01-29,,,,,,,2.95e6,2033-05-01
460,false,3316,Thomasin Haile,F,Preferred,true,1940-11-04,,,,,,,1.85e6,1974-05-25
461,true,2342,Loralee Garrish,F,Standard,false,1981-06-04,2341,Regina Garrish,M,Preferred,true,1977-02-19,400000.0,2013-04-22
462,false,2941,Heida Thorneywork,M,Preferred,false,1924-09-23,,,,,,,2.4e6,1970-11-18
463,false,398,Margaret Sorensen,F,Preferred,false,1966-07-14,,,,,,,850000.0,1992-12-18
464,false,2949,Hali Southard,M,Standard,true,1928-03-27,,,,,,,2.45e6,1983-02-25
465,false,2525,Grayce Sawl,M,Standard,false,1966-06-26,,,,,,,4.05e6,2005-02-20
466,false,2677,Leese Capelow,M,Standard,false,1923-09-08,,,,,,,4.35e6,1981-12-08
467,true,741,Gilda Loblie,M,Standard,false,1941-10-29,742,Norry Loblie,F,Standard,true,1946-09-24,3.1e6,1967-01-15
468,false,3674,Celesta Wilks,F,Preferred,true,1915-02-26,,,,,,,2.2e6,1971-07-14
469,false,3696,Hinda Rosewarne,F,Standard,true,1943-02-10,,,,,,,900000.0,2002-11-02
470,false,1221,Anne Enocksson,M,Preferred,true,1923-10-22,,,,,,,1.75e6,1980-12-26
471,false,593,Charity Roxbrough,M,Standard,true,1971-01-10,,,,,,,4.8e6,2024-11-23
472,true,3189,Dolli Fennessy,M,Preferred,false,1953-03-24,3190,Donnie Fennessy,F,Preferred,false,1962-10-04,4.2e6,2007-08-01
473,false,2966,Dorena Seyffert,F,Preferred,false,1927-10-01,,,,,,,3.3e6,1977-10-15
474,false,648,Blanche Lent,F,Standard,true,1965-06-06,,,,,,,2.35e6,1990-07-21
475,false,3978,Gilli Pidon,F,Preferred,false,1973-11-02,,,,,,,300000.0,2002-02-01
476,false,1287,Lucinda Hanne,M,Standard,true,1945-08-20,,,,,,,2.2e6,2006-05-21
477,false,2057,Lissi Breinlein,M,Preferred,true,1938-07-09,,,,,,,2.2e6,1963-09-16
478,false,159,Lotti Leith,M,Standard,true,1935-04-21,,,,,,,2.8e6,1988-08-17
479,false,1128,Eleonora Amys,F,Standard,true,1925-07-16,,,,,,,4.65e6,1968-04-23
480,true,3794,Marla Instock,F,Preferred,false,1928-04-15,3793,Lynett Instock,M,Preferred,true,1933-04-15,4.15e6,1987-07-29
481,false,1735,Hanny Mouncey,M,Standard,true,1935-11-29,,,,,,,2.35e6,1960-12-09
482,false,2065,Torrie Gainsford,M,Preferred,false,1986-11-27,,,,,,,1.3e6,2016-09-10
483,false,1547,Nisse Wormald,M,Preferred,false,1932-05-14,,,,,,,3.1e6,1968-07-31
484,true,1749,Sissy Heigl,M,Preferred,false,1953-01-01,1750,Fanchon Heigl,F,Preferred,true,1952-04-25,3.5e6,2006-01-30
485,false,2214,Hildy Acutt,F,Standard,true,1932-05-31,,,,,,,1.7e6,1964-12-22
486,false,1967,Reena Alesin,M,Preferred,false,1953-08-18,,,,,,,3.75e6,1997-10-23
487,false,3407,Margie Stannah,M,Preferred,false,1972-03-10,,,,,,,1.9e6,2008-12-28
488,false,2336,Cybill Megson,F,Standard,false,1949-01-30,,,,,,,300000.0,1989-12-18
489,true,3900,Lorie Cubbinelli,F,Standard,true,1921-09-19,3899,Tildy Cubbinelli,M,Standard,true,1927-11-03,1.85e6,1972-08-03
490,false,1832,Bibi Garfit,F,Preferred,true,1952-02-23,,,,,,,1.3e6,1978-03-27
491,false,1019,Nicol Brommage,M,Preferred,false,1969-06-28,,,,,,,1.65e6,2014-06-28
492,false,1274,Rina Racher,F,Standard,true,1957-07-09,,,,,,,400000.0,2013-01-06
493,false,3176,Dulsea Lamputt,F,Preferred,false,1937-01-31,,,,,,,3.7e6,1984-01-11
494,false,168,Melesa Turrell,F,Standard,false,1955-01-08,,,,,,,2.4e6,2015-08-04
495,false,2299,Letta Fieller,M,Standard,true,1977-09-14,,,,,,,250000.0,2031-01-09
496,false,13,Cathrine Dmiterko,M,Preferred,false,1976-08-03,,,,,,,500000.0,2036-01-24
497,false,2109,Reyna Benardette,M,Preferred,true,1986-12-19,,,,,,,1.05e6,2036-05-06
498,false,3041,Rosabella Jellings,M,Standard,false,1976-03-25,,,,,,,2.05e6,2013-11-01
499,false,2674,Fanny Stoller,F,Preferred,true,1940-08-05,,,,,,,4.7e6,1976-08-16
500,false,1617,Clarine Marthen,M,Standard,false,1963-02-27,,,,,,,4.65e6,1990-06-19
501,false,1642,Carole Kiddy,F,Standard,false,1960-11-19,,,,,,,3.65e6,2012-09-28
502,false,1905,Elicia Deering,M,Standard,false,1982-06-27,,,,,,,3.2e6,2035-08-15
503,false,3876,Cori Naden,F,Preferred,false,1964-09-10,,,,,,,750000.0,2024-07-20
504,false,633,Rickie Cornock,M,Preferred,true,1932-01-17,,,,,,,4.45e6,1975-08-11
505,false,163,Fina Learmount,M,Preferred,false,1968-12-02,,,,,,,1.35e6,2010-03-03
506,false,3730,Gates Barr,F,Preferred,false,1929-11-17,,,,,,,4.8e6,1963-02-17
507,false,1837,Rita Gecks,M,Standard,false,1938-03-20,,,,,,,1.4e6,1991-03-14
508,false,1339,Rosella Lashford,M,Standard,true,1920-12-15,,,,,,,2.25e6,1980-09-28
509,false,2769,Mathilde Raywood,M,Preferred,false,1979-06-07,,,,,,,4.35e6,2012-02-06
510,false,2290,Lyndel Raccio,F,Standard,true,1941-05-14,,,,,,,4.6e6,1988-12-05
511,false,2091,Fionna Jillings,M,Standard,false,1925-03-31,,,,,,,2.5e6,1962-11-08
512,false,3878,Harriot Hackleton,F,Preferred,true,1937-06-10,,,,,,,4.0e6,1987-07-25
